,ENTITY1,RELATION,ENTITY2,ADDITIONAL,VECTOR,LABEL,NEW_RELATION
139,Legolas, followed,Aragorn,,"[-0.3806338   0.40229365  0.5471114   0.17673904  0.16638906 -1.4280264
  0.08338913  1.876328   -0.21840855 -0.53585225 -0.20868045 -0.6753253
  0.23515572 -0.21765198 -0.23570415 -0.19575284  0.01479701 -0.6668428
 -0.12585759 -0.85405916  0.3550062  -0.02995964  0.39669064 -0.50041497
  0.04503441  0.20882764 -0.24958256 -0.4099107  -0.20231062  0.32474053
  0.10934845 -0.42893595  0.5867741  -0.36183733  0.21440358  0.5157689
  0.04376624 -0.44624475 -0.25909734 -0.29651493  0.34254372 -0.29905647
  0.01735528 -0.06230387  0.40218678  0.38104644 -0.71246755 -0.02419454
 -0.01348068  0.33528697 -0.09178834 -0.59801966  0.14639583  0.18188305
 -0.24320668  0.56037605  0.47149956 -0.1637194  -0.3386692   0.44651732
 -0.34263822 -0.33318552 -0.02394177  0.23251924 -0.46354517  0.48773342
  0.34817877  0.56913185 -0.12399886  0.47821757  0.33498248  0.01685257
  0.8546676   0.54693866  0.21992831 -0.09250788  0.8372871  -0.7048377
 -0.5728393  -0.03520459 -0.53038585  0.03365563 -0.19988811  0.11320686
 -0.35849923  0.0283533  -0.09269591  0.4634473   0.41340497  0.04892159
  0.71219665  0.16371548 -0.42767596  0.3820412   0.6570971   0.6340549
  0.42065138 -0.06258181 -0.23270445  0.20597464]",34,followed
140,Gimli, followed,Legolas,,"[-0.3806338   0.40229365  0.5471114   0.17673904  0.16638906 -1.4280264
  0.08338913  1.876328   -0.21840855 -0.53585225 -0.20868045 -0.6753253
  0.23515572 -0.21765198 -0.23570415 -0.19575284  0.01479701 -0.6668428
 -0.12585759 -0.85405916  0.3550062  -0.02995964  0.39669064 -0.50041497
  0.04503441  0.20882764 -0.24958256 -0.4099107  -0.20231062  0.32474053
  0.10934845 -0.42893595  0.5867741  -0.36183733  0.21440358  0.5157689
  0.04376624 -0.44624475 -0.25909734 -0.29651493  0.34254372 -0.29905647
  0.01735528 -0.06230387  0.40218678  0.38104644 -0.71246755 -0.02419454
 -0.01348068  0.33528697 -0.09178834 -0.59801966  0.14639583  0.18188305
 -0.24320668  0.56037605  0.47149956 -0.1637194  -0.3386692   0.44651732
 -0.34263822 -0.33318552 -0.02394177  0.23251924 -0.46354517  0.48773342
  0.34817877  0.56913185 -0.12399886  0.47821757  0.33498248  0.01685257
  0.8546676   0.54693866  0.21992831 -0.09250788  0.8372871  -0.7048377
 -0.5728393  -0.03520459 -0.53038585  0.03365563 -0.19988811  0.11320686
 -0.35849923  0.0283533  -0.09269591  0.4634473   0.41340497  0.04892159
  0.71219665  0.16371548 -0.42767596  0.3820412   0.6570971   0.6340549
  0.42065138 -0.06258181 -0.23270445  0.20597464]",34,followed
141,Pippin, took,Orc,,"[-0.265381    0.5152264   0.1886897   0.06471781  0.05742918 -0.799165
  0.21635722  1.3509287  -0.41840842 -0.5868111  -0.43016177 -0.77274394
 -0.02883528 -0.15327004 -0.11868478 -0.45105052 -0.10884152 -0.44775748
  0.20810536 -0.36101317  0.00224372  0.05260048  0.25556764 -0.47404793
 -0.50557846  0.18220347 -0.0285186  -0.41462812 -0.17654444 -0.00276554
  0.30994895 -0.9651989   0.36591882 -0.46977293 -0.0160471   0.68803596
  0.857407   -0.01703842 -0.51426846 -0.05854168  0.4257365  -0.2635918
 -0.5726514   0.3286134   0.49749333  0.467386   -0.83948976 -0.32258168
  0.29669964  0.02104565  0.02452743 -0.81336176  1.0393522   0.3430585
 -0.35375887  0.59784895  0.37101513 -0.5088792  -0.13125874  0.310623
 -0.02000977 -0.47445104 -0.0201321   0.10070994 -0.6474516   0.46066535
  0.18069208  0.76252717 -0.16307274  0.80748683  0.41195172  0.16705373
  1.201591    0.5091358   0.3667493   0.06810857  0.5285722  -0.05573885
 -0.08295218  0.0872965  -0.95926654 -0.12608992 -0.29911336 -0.12643908
 -0.43092284 -0.48583648  0.18526421  0.19455752  0.3690608  -0.18771069
  0.84152544  0.58720255 -0.26911622  0.16879717 -0.06684247  0.3930829
  0.29846963 -0.00793981  0.43331555  0.4515157 ]",8,took
142,Orc, seized,Pippin,,"[-1.60031721e-01  1.43892214e-01  1.35124847e-01 -9.26423445e-03
 -8.60311463e-03 -4.37351108e-01  1.39990812e-02  6.36514604e-01
 -1.23716377e-01 -2.35913187e-01 -8.26427862e-02 -3.15837801e-01
 -2.45143324e-02 -1.12244055e-01 -2.02726014e-02  3.90157476e-02
  7.48489276e-02 -4.21671480e-01 -1.84072003e-01 -4.56109464e-01
  1.14107467e-01 -3.26903798e-02  3.92104723e-02 -1.72063529e-01
 -1.37376130e-01  1.35572284e-01 -1.64688841e-01 -1.43927678e-01
 -1.30619809e-01  2.15361770e-02  3.07938844e-01 -1.90428287e-01
  1.51841953e-01 -1.29477948e-01  5.90594225e-02  1.31048754e-01
  6.42373264e-02  5.86531649e-04 -5.47832325e-02 -2.49172539e-01
  1.81160662e-02 -1.81360751e-01 -9.83339828e-03  3.85319181e-02
  1.35128886e-01  1.07669182e-01 -3.03910404e-01  1.73353389e-01
  2.79169939e-02  2.73044735e-01 -3.88501072e-03 -2.91556448e-01
  1.38106823e-01  1.44932389e-01 -1.58877358e-01  1.87220886e-01
  8.26549232e-02 -1.84825271e-01 -1.86158806e-01  4.33092471e-03
 -6.54859375e-03  5.79789504e-02  3.96221466e-02  4.44897590e-03
 -2.50415862e-01  2.16358945e-01  1.11005597e-01  2.66578346e-01
  9.72672645e-03  2.77810812e-01  1.88349009e-01  6.77079111e-02
  3.65583867e-01  9.62121487e-02  1.25010446e-01  5.15879020e-02
  2.27161750e-01 -1.34579554e-01 -1.48211390e-01  3.17068696e-02
 -1.18156239e-01 -5.39840795e-02 -2.20743716e-01 -2.20311061e-03
 -7.32090473e-02 -1.22495092e-01 -1.48214579e-01  1.45052940e-01
  1.78133324e-01  8.83716941e-02  1.62516207e-01  2.07484096e-01
 -1.27044891e-03  1.81298912e-01  2.52757609e-01  2.17774436e-01
  9.97045711e-02 -2.17525274e-01  1.03907743e-02  5.28107397e-02]",45,seized
143,Uglúk, dragged,Pippin,,"[-0.07274717  0.21150014  0.12103681  0.01698848  0.05005768 -0.42112222
 -0.02644125  0.5091259  -0.07820049 -0.21948348  0.02224751 -0.2127636
  0.03263345 -0.08184934 -0.00110168 -0.00542443  0.07497268 -0.26897776
 -0.09776957 -0.39631793  0.14655209 -0.06742997  0.06020332 -0.17899828
 -0.04007321  0.04478735 -0.09182137 -0.10536917 -0.09852304 -0.01545767
  0.20075333 -0.15067586  0.15427117 -0.14148985  0.04419327  0.073852
  0.04951005 -0.02068628  0.0223528  -0.23016195  0.04312011 -0.06812858
  0.02606029 -0.08881575  0.08221281  0.11417192 -0.30247074  0.1873785
 -0.06884052  0.17688599 -0.02587735 -0.17861868  0.01240829  0.07050963
 -0.06293312  0.08455417  0.12469583 -0.11556549 -0.12527251  0.06270099
 -0.04231517  0.01649904  0.05347298  0.01611615 -0.16620398  0.12326412
  0.12644307  0.18802623 -0.07116738  0.18279113  0.118425    0.06119935
  0.3228922   0.12758046  0.14406173 -0.04590873  0.19980831 -0.16246161
 -0.1852497  -0.00183614 -0.08427535 -0.01279779 -0.11769193  0.06956283
 -0.07718594 -0.08682346 -0.05969232  0.1355381   0.12366686  0.04120836
  0.22065212  0.14567678 -0.02439461  0.18939266  0.23589821  0.2143944
  0.04884934 -0.16938847 -0.00903326  0.06293773]",11,dragged
144,Isengarders, seized,Merry,,"[-1.60031721e-01  1.43892214e-01  1.35124847e-01 -9.26423445e-03
 -8.60311463e-03 -4.37351108e-01  1.39990812e-02  6.36514604e-01
 -1.23716377e-01 -2.35913187e-01 -8.26427862e-02 -3.15837801e-01
 -2.45143324e-02 -1.12244055e-01 -2.02726014e-02  3.90157476e-02
  7.48489276e-02 -4.21671480e-01 -1.84072003e-01 -4.56109464e-01
  1.14107467e-01 -3.26903798e-02  3.92104723e-02 -1.72063529e-01
 -1.37376130e-01  1.35572284e-01 -1.64688841e-01 -1.43927678e-01
 -1.30619809e-01  2.15361770e-02  3.07938844e-01 -1.90428287e-01
  1.51841953e-01 -1.29477948e-01  5.90594225e-02  1.31048754e-01
  6.42373264e-02  5.86531649e-04 -5.47832325e-02 -2.49172539e-01
  1.81160662e-02 -1.81360751e-01 -9.83339828e-03  3.85319181e-02
  1.35128886e-01  1.07669182e-01 -3.03910404e-01  1.73353389e-01
  2.79169939e-02  2.73044735e-01 -3.88501072e-03 -2.91556448e-01
  1.38106823e-01  1.44932389e-01 -1.58877358e-01  1.87220886e-01
  8.26549232e-02 -1.84825271e-01 -1.86158806e-01  4.33092471e-03
 -6.54859375e-03  5.79789504e-02  3.96221466e-02  4.44897590e-03
 -2.50415862e-01  2.16358945e-01  1.11005597e-01  2.66578346e-01
  9.72672645e-03  2.77810812e-01  1.88349009e-01  6.77079111e-02
  3.65583867e-01  9.62121487e-02  1.25010446e-01  5.15879020e-02
  2.27161750e-01 -1.34579554e-01 -1.48211390e-01  3.17068696e-02
 -1.18156239e-01 -5.39840795e-02 -2.20743716e-01 -2.20311061e-03
 -7.32090473e-02 -1.22495092e-01 -1.48214579e-01  1.45052940e-01
  1.78133324e-01  8.83716941e-02  1.62516207e-01  2.07484096e-01
 -1.27044891e-03  1.81298912e-01  2.52757609e-01  2.17774436e-01
  9.97045711e-02 -2.17525274e-01  1.03907743e-02  5.28107397e-02]",45,seized
145,Entwives, gave,Ents,,"[-0.18439601  0.3934736   0.4487139  -0.10113051  0.03449943 -0.73271644
  0.199238    1.2157501  -0.54899657 -0.45149627 -0.4617289  -1.1190429
  0.30171025 -0.1289416   0.10125306  0.00643758  0.12228113 -0.4346561
 -0.00822996 -0.60246646  0.4149855   0.09093431  0.23133254 -0.42559958
 -0.30338818  0.70742905  0.11302808 -0.33116317 -0.1708716  -0.04112855
  0.5113875  -0.6363056   0.5626048  -0.501248    0.00822635  0.51578826
  0.6529584  -0.22224101 -0.66650844 -0.19579072  0.20252861 -0.4827885
 -0.5776041   0.35905528  0.32643974  0.21690786 -0.9032194  -0.48808256
  0.12456071  0.33696246  0.12880477 -0.9653611   0.6410722   0.07191538
 -0.00276843  0.758291    0.08409864 -0.4171549  -0.08840705  0.38928783
 -0.11965168 -0.5563118  -0.00687256  0.19545317 -0.7470286   0.31438062
 -0.0154592   0.5364029   0.1031416   1.0038749   0.389294    0.27678046
  1.0806208   0.49742746  0.3022518   0.1770983   0.51833904 -0.25382933
 -0.08652201  0.20422807 -1.02041    -0.28886166 -0.5280457   0.02383811
 -0.5077796  -0.40900904  0.17726722 -0.00354967  0.32587898  0.0174011
  0.73728937  0.428717   -0.01883613  0.26466078 -0.07742446  0.36973
  0.42147726 -0.03260654  0.16874065  0.35046247]",16,gave
146,Entwives, gave,Ents,minds,"[-0.18439601  0.3934736   0.4487139  -0.10113051  0.03449943 -0.73271644
  0.199238    1.2157501  -0.54899657 -0.45149627 -0.4617289  -1.1190429
  0.30171025 -0.1289416   0.10125306  0.00643758  0.12228113 -0.4346561
 -0.00822996 -0.60246646  0.4149855   0.09093431  0.23133254 -0.42559958
 -0.30338818  0.70742905  0.11302808 -0.33116317 -0.1708716  -0.04112855
  0.5113875  -0.6363056   0.5626048  -0.501248    0.00822635  0.51578826
  0.6529584  -0.22224101 -0.66650844 -0.19579072  0.20252861 -0.4827885
 -0.5776041   0.35905528  0.32643974  0.21690786 -0.9032194  -0.48808256
  0.12456071  0.33696246  0.12880477 -0.9653611   0.6410722   0.07191538
 -0.00276843  0.758291    0.08409864 -0.4171549  -0.08840705  0.38928783
 -0.11965168 -0.5563118  -0.00687256  0.19545317 -0.7470286   0.31438062
 -0.0154592   0.5364029   0.1031416   1.0038749   0.389294    0.27678046
  1.0806208   0.49742746  0.3022518   0.1770983   0.51833904 -0.25382933
 -0.08652201  0.20422807 -1.02041    -0.28886166 -0.5280457   0.02383811
 -0.5077796  -0.40900904  0.17726722 -0.00354967  0.32587898  0.0174011
  0.73728937  0.428717   -0.01883613  0.26466078 -0.07742446  0.36973
  0.42147726 -0.03260654  0.16874065  0.35046247]",16,gave
147,Shadowfax, saw,Gandalf,,"[-0.810779    0.08501016  0.8626317  -0.16027759 -0.31852597 -1.2199368
  0.29597703  1.9437878  -0.16198055 -0.34252277 -0.73848456 -1.3223505
  0.7507389  -0.06121532 -0.7499626   0.45125464  0.6342938  -0.41804162
 -0.24966848 -0.6111164   0.70437324 -0.6542002   0.81305796 -0.7597185
 -0.08693278  1.0901179   0.24645911 -0.6758754  -0.53813934  0.21820031
  0.2246224  -0.25413078  1.6681406  -0.7627089   0.02518778 -0.6165169
  0.1093113  -0.94213396 -0.5115748   0.3468136   0.72811913 -0.5156364
 -0.07506383 -0.06547866  0.25425833  0.2578015  -0.5897861  -0.6893881
  0.41847807  0.55770105 -0.26213017 -0.609772    0.54144627 -0.64412624
  0.15025775  0.95224196 -0.00512258 -0.1308825  -0.500641    0.81747234
 -0.5810957  -1.177373   -0.06128611  1.5402176  -0.5364356  -0.06405438
 -0.27695337  0.20641543  0.72553176  1.6596661   0.8494501   0.0555675
  1.5796396   0.5829181   0.48890364 -0.3759821   1.6436     -1.6232685
 -0.31938908  0.3492224  -1.2188219  -0.7237667   0.05729816  0.5331118
 -1.0112656  -0.25219664  0.67472196  0.19038136 -0.14261071  0.3609411
  1.629149   -0.00338391 -0.10046937  0.10925575 -0.27050844  0.52449507
  1.2790122   0.39275345 -0.13243546  0.4095489 ]",1,saw
148,Gimli, leave,Shadowfax,,"[-0.01089486  1.0001887  -0.02773066 -0.5852844   0.8911805  -0.8327369
 -0.31221357  0.75571007 -1.0193851  -0.16165219 -0.24645826 -0.17016147
  0.03394241 -0.4333433   0.6327492  -0.98064905 -0.5166083   0.18751131
  0.12343958 -0.46171886  0.5427892   0.72144514 -0.06272608 -0.28959012
  0.19296053 -0.1154925  -0.04292332  0.1881908   0.10544156  0.10158356
  0.6691829  -0.70852286  0.1853861  -0.5590772  -0.07566138  1.3178331
  0.44466427  0.02257942 -0.5294326  -0.51497084 -0.26559648 -0.43330488
 -0.26788074  0.3806678   0.44690266 -0.22400334 -0.7304884  -0.4828791
  0.12691393  0.20973784  0.56815845 -0.28935653  0.798354    0.46593782
  0.28176317 -0.03670198  0.45957837  0.1292934  -0.05376637  0.06419214
  0.04186457 -0.09252807  0.363891   -0.22922698 -0.5713811   0.82272005
  0.80057704  1.125514   -1.2555819   0.81332654 -0.5452427   0.9445545
  0.64550483  0.0535284   0.6960748   0.04995064 -0.84700096  1.0694815
 -0.2572781  -0.06747728 -1.1910129   0.330391   -1.2956301   0.40731943
 -0.31204167 -0.12038469  0.27675536  0.21290961  0.69010335 -0.16004737
  0.58911943  0.33709174  0.09089445 -0.47837803  1.0691632   0.28061876
 -1.0298516  -0.35085517 -0.04998406  0.5109751 ]",46,leave
149,Elves, clad,Weapons,,"[-3.28481734e-01 -1.64999992e-01  4.43628907e-01  2.00499073e-01
 -2.98318058e-01 -8.52806270e-01  4.45558250e-01  9.21095431e-01
 -2.62932092e-01 -4.66576099e-01  1.79986969e-01 -4.59364712e-01
  4.85207699e-02  8.84373784e-02 -3.22011888e-01  4.38532531e-01
  3.36647242e-01 -5.73987305e-01 -7.26244748e-01 -1.03317130e+00
  2.02875417e-02 -3.03361177e-01  3.92169654e-01 -4.48889613e-01
 -1.33744612e-01  2.04544351e-01 -1.69758156e-01 -2.93393254e-01
 -5.16025424e-01 -1.66768596e-01  3.68198007e-01  2.31206670e-01
  5.26751280e-01  1.02734854e-02  1.06166385e-01 -3.40588927e-01
 -2.26312578e-01 -2.57375628e-01  2.61020273e-01 -5.35516739e-01
 -4.55837995e-02 -8.24465901e-02  2.84426343e-02 -3.35419506e-01
  2.17466116e-01  2.13015884e-01 -3.64644051e-01  6.51475191e-01
 -3.30794714e-02  5.86371958e-01 -2.38466740e-01 -3.33665758e-01
 -2.00794831e-01 -5.99723496e-02 -2.55834609e-01  3.37428898e-01
 -7.82679319e-02 -4.03249592e-01 -4.70636994e-01  1.60391420e-01
 -1.65642556e-02  1.17936015e-01  3.20941731e-02 -1.94914488e-03
 -4.44184095e-01  1.48190469e-01 -5.53956488e-03  2.14734897e-01
  4.68131192e-02  5.66313624e-01  4.72147048e-01  3.72225940e-02
  6.39933884e-01  2.02238709e-02  3.25499065e-02  1.21096503e-02
  8.93112063e-01 -6.32736564e-01 -3.32411230e-01  8.58310312e-02
  2.88197696e-01  7.78494403e-02 -2.77093947e-01  1.42392427e-01
 -8.38634500e-04 -8.49573612e-02 -2.21612483e-01  2.82855891e-02
  3.23453665e-01  1.77320525e-01  1.71665579e-01  2.36084014e-01
  9.37231630e-02  4.53834504e-01  4.64272827e-01  6.32011414e-01
  4.32297349e-01 -6.55673742e-01 -2.99976636e-02 -1.00601800e-01]",-1,thoughts
150,Gandalf, clutch,Wormtongue,,"[-1.48375146e-02  1.74936317e-02 -2.46244855e-03 -6.51578652e-03
  4.58515342e-03 -1.48073994e-02  3.95526935e-04  2.42742784e-02
 -9.14181676e-03 -2.06671171e-02 -5.38348546e-03 -8.17316025e-03
 -2.80912709e-03 -1.02613168e-02 -3.78850335e-03 -9.47605353e-03
 -6.74914662e-03 -2.09863409e-02 -4.20744251e-03 -2.62375697e-02
  1.02995522e-03  1.17462873e-02  7.32026761e-04 -1.22709051e-02
 -1.29442615e-02 -8.79952777e-03 -8.44924059e-03 -1.04496237e-02
 -9.97140724e-03 -3.01587093e-03  3.03184055e-02 -1.40209859e-02
  1.01488375e-03 -9.13302787e-03  3.21392290e-05  9.24617518e-03
  1.89099344e-03  1.20880352e-02  2.96758371e-03 -2.57221591e-02
 -4.74819914e-03 -1.65720638e-02 -8.31495912e-04  9.51824151e-03
  5.17618516e-03  8.81525502e-03 -2.18494907e-02  1.44169321e-02
  8.01707990e-03  5.23318164e-03 -2.70457985e-03 -2.12293752e-02
  1.25535056e-02  2.45537404e-02 -1.90372542e-02  9.85730719e-03
  1.26169613e-02 -8.68121628e-03 -3.71649582e-03 -1.92373376e-02
  1.39243659e-02  1.43809477e-02  1.08179441e-02  3.55247664e-03
 -6.28730329e-03  1.63520910e-02  8.89837649e-03  1.72442868e-02
 -1.34041142e-02  2.55104601e-02  2.79074372e-03  2.24423874e-02
  3.13231535e-02  8.34675506e-04  8.60809442e-03  5.13589662e-03
 -2.37677898e-03  1.75072253e-02 -3.47213587e-03 -5.26101794e-03
 -2.04361994e-02 -4.11624694e-03 -2.95858830e-02  4.01243335e-03
  1.91332574e-03 -4.33043437e-03 -7.23067904e-03  5.73875941e-03
  1.61334202e-02  5.15114563e-03  1.03743635e-02  2.54443195e-02
  1.42074786e-02 -5.41444309e-03  1.53410630e-02  1.89609937e-02
 -6.57440070e-03 -2.49215215e-02  1.71434991e-02  9.06098355e-03]",-1,thoughts
151,Gandalf, led,Théoden,,"[-0.35307893  0.13835604  0.6407184   0.34496298  0.14213645 -1.2739016
  0.18443018  1.6192626  -0.5283945  -0.46448568 -0.15406857 -0.6115607
  0.42213    -0.15403263 -0.0349235  -0.19310974  0.01566812 -0.3606581
 -0.13648486 -0.7561859   0.3648349   0.22922489  0.5717924  -0.5178713
  0.49886835  0.18843244 -0.04770751 -0.08441108 -0.16591236  0.31693497
  0.18223009 -0.27048093  0.54583514 -0.4032676   0.18310377  0.5522332
  0.1940026  -0.6964139  -0.4334305  -0.46348816  0.0645548  -0.03796675
 -0.11693776 -0.20316531  0.3377246   0.2001278  -0.9077096  -0.03066386
 -0.3029421   0.25916412  0.10788438 -0.6263389  -0.07227269  0.04193432
 -0.20625606  0.5918615   0.3937853  -0.32018986 -0.42826647  0.5948328
 -0.23412842 -0.19693069 -0.19783016 -0.03776477 -0.73459536  0.5648672
  0.34031737  0.6362653  -0.39869964  0.65252644  0.10972371  0.10933539
  0.7793237   0.5298541   0.06797987 -0.23787233  0.70559585 -0.49764618
 -0.6392248   0.07053122 -0.45285898  0.24540474 -0.47200304  0.25535336
 -0.65890044 -0.09994821 -0.05483487  0.24393466  0.3956321  -0.20999852
  0.76951027  0.1290355  -0.6113829   0.25978404  0.92345476  0.84645647
  0.28068668 -0.41941935 -0.31146103  0.2529781 ]",7,led
152,Éomer, grasped,Wormtongue,sword,"[-0.0409698   0.06157214  0.07887644  0.0184371   0.0178466  -0.19203581
  0.03609606  0.24723724 -0.05500986 -0.11623131  0.00150181 -0.11705676
  0.00270719 -0.01128012 -0.03379402 -0.02872695  0.02305347 -0.16903466
 -0.05512459 -0.19216082  0.01974321 -0.05219565  0.03397233 -0.10600389
 -0.03855123  0.05848287 -0.03810134 -0.07796051 -0.09288305  0.0186316
  0.11488554 -0.0960227   0.0830695  -0.06116675  0.01305069  0.02192199
  0.02011937 -0.02392324 -0.01037077 -0.13902925 -0.00466187 -0.02764464
 -0.03548243 -0.00291437  0.03275987  0.06454517 -0.15910202  0.1117488
  0.03888768  0.12756632 -0.01638975 -0.12634288  0.05610526  0.02017742
 -0.0696734   0.07600087  0.0422155  -0.0738599  -0.09780659  0.04632327
 -0.01443706 -0.00441128  0.02444243 -0.01955128 -0.14814968  0.10382703
  0.0432112   0.10210113 -0.04186891  0.1238855   0.11141287  0.07723255
  0.18300223  0.02414967  0.05190266 -0.01391225  0.15567312 -0.0569896
 -0.06094711  0.01575289 -0.05907136  0.00906425 -0.08793472  0.02977033
 -0.02677619 -0.08768103 -0.03894558  0.05180943  0.09364894  0.01986244
  0.13853124  0.08227237 -0.0026333   0.11462601  0.15185098  0.13829355
  0.03658221 -0.12041564  0.02530972  0.0769164 ]",-1,thoughts
153,Gandalf, stayed,Wormtongue,,"[-0.00619213  0.1389073   0.0922662  -0.03457961  0.02747678 -0.29358375
 -0.00240201  0.39105996 -0.06622523 -0.15194473 -0.08697599 -0.14798969
  0.05266076 -0.04762266 -0.04683087 -0.09137075  0.03585245 -0.26661795
 -0.04152961 -0.29221871  0.15421212 -0.03132993  0.08888483 -0.09876452
 -0.05519392  0.14515088 -0.0053544  -0.13780193 -0.02294033  0.13216923
  0.20130913 -0.21424244  0.18671253 -0.14279298  0.00057152  0.14859924
  0.03116199 -0.08303685 -0.11527735 -0.12734094  0.0722513  -0.11498491
 -0.07938185  0.00833885  0.09920759 -0.02315879 -0.22287971 -0.0575802
  0.00889855  0.20226738 -0.03908481 -0.15801077  0.08245635  0.04701999
 -0.02196063  0.1003455   0.03909683 -0.07080996 -0.08450767  0.05859169
 -0.07276344 -0.13910729  0.07396476  0.03250971 -0.20407157  0.15019786
  0.0817405   0.10079195 -0.10856513  0.21199141  0.11483639  0.16642013
  0.28053167  0.11790747  0.127522    0.02121316  0.1339825  -0.06766976
 -0.10512878  0.05593994 -0.1795427  -0.02816307 -0.13948102  0.08556186
 -0.11787194 -0.14881313 -0.03167391  0.11499238  0.07445291  0.02616613
  0.237574    0.0805985  -0.00270115  0.1330446   0.11394925  0.1116218
  0.03954455 -0.08063588  0.03582945  0.1314378 ]",-1,thoughts
154,Wormtongue, scanned,Théoden,,"[-9.8591633e-03  4.1619826e-02  2.1484632e-02  1.4066087e-02
  2.2055730e-03 -2.4295619e-02  1.7719745e-03  5.2007228e-02
 -1.4322521e-02 -2.7183799e-02  5.2527306e-03 -4.1150555e-02
  1.4763161e-03 -9.7183352e-03 -1.0288873e-02 -3.3199610e-03
  1.8217076e-02 -1.6396938e-02  1.2686854e-03 -1.7061405e-02
  4.8776031e-03 -8.3250040e-03 -3.4692986e-03 -1.7132144e-02
 -1.6860530e-02  4.4280849e-03 -1.4331815e-02 -8.5489722e-03
 -8.5441219e-03  8.3478820e-04  2.0926045e-02 -3.1855807e-02
  1.8882744e-03 -2.0294195e-02  6.1540944e-03 -1.0052954e-02
  2.2756863e-02  2.7867369e-02 -2.5433009e-03 -3.2025727e-03
  1.5741237e-02 -1.7917767e-02 -7.5687803e-03  1.6465038e-02
  1.6688686e-02  1.4421375e-02 -3.2140844e-02  3.2212339e-02
  3.9577791e-03 -1.4782762e-03 -3.2523398e-03 -3.7022743e-02
  2.3980528e-02  1.1605989e-02 -4.1995753e-02  1.2452562e-02
  2.0264404e-02 -2.1777932e-02  3.2011591e-04  5.5580580e-04
 -1.1361110e-03 -3.0077260e-04  1.6910303e-02  1.3320209e-02
 -1.6229406e-02  1.8852970e-02  1.8515734e-02  3.5275999e-02
 -2.8772161e-03  3.4765959e-02  3.1564243e-02  1.1509904e-02
  5.0324049e-02  1.7374005e-02  1.3202211e-02 -1.3571262e-05
  3.6778092e-02 -2.2669638e-02  7.5267740e-03 -2.4946914e-03
 -3.2515433e-02 -2.5512891e-02 -6.4845723e-03 -1.8904874e-02
 -6.5685553e-03 -2.2242604e-02 -5.2453266e-03  2.7379077e-03
  1.9234449e-02  1.1423686e-02  3.6638457e-02  2.8371373e-02
  4.6901754e-03  1.3503602e-02  1.5713796e-02  1.2447938e-02
  1.9315287e-02 -1.4096940e-02  2.1445239e-02  1.8940400e-02]",-1,thoughts
